theta    phi          y_ini             v_ini              g
83.8    195.4    1.03542167297    19.1611633508    -8.04821909643
122.3    319.7    0.851987914924    20.948615576    -8.14333458975
160.3    121.3    16.9815012621    11.9213955611    -6.65607795684
89.7    21.6    0.918885202514    19.0616309852    -7.99253100377
97.3    277.5    0.903140506097    19.5289612499    -7.92796760746
86.4    21.0    0.856305566481    21.0853738279    -8.02371968498
78.9    77.6    0.984981531674    19.9487121809    -8.09852261856
132.9    12.2    1.14961818575    18.3038242902    -8.56050301989
68.2    237.0    1.14575238039    20.1251341018    -8.24584955082
66.6    172.4    0.92558094033    20.1357994014    -8.27697015371
30.5    185.8    1.07646530844    20.0591328351    -9.29816364148
90.8    259.7    1.08866168284    19.8781834231    -7.98222362694
13.7    216.4    0.915189659444    20.3457861387    -9.41522533514
135.8    277.7    15.8447830034    20.0964380351    -9.04095168402
106.0    103.4    1.08138469701    20.4463029886    -7.89575182841
137.1    5.2    0.941028957655    19.7810364447    -8.75294701023
33.7    88.4    1.01657556533    19.8820061228    -9.23292962961
127.6    71.7    1.0050599101    19.2863063549    -8.33181796325
100.7    175.3    0.912843213768    17.55669158    -7.90738348504
104.0    86.5    1.04798008536    22.003324727    -7.89647384325
130.2    170.4    1.05496546349    18.7226731823    -8.43902318319
85.0    134.7    1.22461968327    19.9323936445    -8.03695509604
60.2    208.0    0.885797758412    20.3384350555    -8.42432897959
10.4    192.6    0.962374374847    22.077548499    -9.40990185861
101.5    240.8    1.09448914423    19.9398467152    -7.90397696934
96.9    83.0    0.803469180308    19.4131891299    -7.93083739072
85.2    14.1    9.88710058277    24.6912269734    -10.2809004199
100.1    349.9    0.980113231433    20.7362867668    -7.91074701743
98.3    32.0    1.11074479059    18.9196872929    -7.92112181955
84.4    180.1    14.8167558291    16.4586991932    -5.11694098093
120.2    9.7    0.793540281735    20.9817392016    -8.08374264806
94.8    246.7    0.8805240651    21.414643493    -7.9477475027
79.8    105.4    0.897626697612    19.5604024907    -8.08916338923
156.7    261.9    0.975798838381    20.0135293648    -9.51108015349
132.1    183.7    13.1206768725    14.4667878131    -6.43093384794
25.1    252.2    0.840126978349    19.9639395582    -9.37377250227
52.8    353.9    0.868397853955    19.328887248    -8.64359990921
43.0    211.0    1.01526532699    20.6542029374    -8.97059601779
133.0    274.3    0.859539575405    20.3968433632    -8.56346710306
52.8    281.9    0.920597417698    20.76197011    -8.64242905332
161.0    341.8    1.18583697289    20.2382909486    -9.60302542037
83.7    272.7    1.09258091911    18.8769937168    -8.04937451069
109.7    151.0    1.00569677014    19.7139617635    -7.90969082532
167.6    175.9    1.07179560349    21.0098213186    -9.69366103923
155.7    337.6    1.07068673166    18.9369599291    -9.48496906706
135.0    307.1    0.895026588219    22.3517971288    -8.65795892597
68.6    74.6    0.923955337546    20.6817501617    -8.23862747145
177.6    204.0    0.888660670457    18.2168491933    -9.74410222375
13.6    300.7    1.16267657726    19.553331161    -9.41516626731
55.9    6.8    0.983818009634    20.620126923    -8.54575743338
78.8    311.6    1.13964538112    21.5232283238    -8.09980640308
55.5    66.7    0.955256866215    19.754076268    -8.55805895736
17.3    169.5    1.17401982656    19.0636854085    -9.41526437846
114.0    198.0    0.910645628565    20.3054645037    -7.95378177642
140.3    62.0    1.01126818443    20.8657824463    -8.90103483291
99.2    141.8    0.940487202917    19.1374613976    -7.91544741806
112.3    111.5    1.03460037106    20.1358464128    -7.93266675588
69.4    291.6    1.18949763373    17.550326937    -8.22527107702
55.3    321.1    0.859470197748    20.1425165068    -8.5634310627
84.3    166.1    0.997652811333    17.959053187    -8.0431429575
149.7    315.4    1.02256924267    19.5739194435    -9.29504117002
167.8    316.2    1.13893581368    20.706474921    -9.69492087721
101.7    121.1    0.882963928906    20.4893099223    -7.90296550195
123.7    203.0    0.872932839745    18.9905351006    -8.18731976115
114.6    278.2    1.04670304965    18.9796319371    -7.96296855444
18.0    185.3    1.13139126161    19.7413492919    -9.41416081132
